date,open,high,low,close,m1_bars
2018-11-05,118.144,118.334,118.128,118.22,490
2018-11-06,118.22,118.313,117.983,118.015,460
2018-11-07,117.999,118.342,117.795,117.903,785
2018-11-08,117.872,118.074,117.792,117.823,495
2018-11-09,117.839,118.275,117.839,118.243,537
2018-11-12,118.255,118.535,118.176,118.503,307
2018-11-13,118.488,118.642,118.315,118.611,677
2018-11-14,118.595,119.047,118.453,118.781,682
2018-11-15,118.765,119.155,118.687,118.904,753
2018-11-16,118.888,119.308,118.84,119.308,654
2018-11-19,119.32,119.428,119.084,119.287,569
2018-11-20,119.303,119.489,119.254,119.269,738
2018-11-21,119.285,119.316,119.065,119.252,567
2018-11-22,119.267,119.345,119.188,119.25,196
2018-11-23,119.25,119.499,119.186,119.373,365
2018-11-26,119.385,119.4,119.117,119.305,529
2018-11-27,119.305,119.365,119.163,119.256,529
2018-11-28,119.271,119.442,119.129,119.332,478
2018-11-29,119.316,119.784,119.285,119.497,646
2018-11-30,119.528,119.808,119.512,119.808,398
2018-12-03,119.477,119.914,119.289,119.882,548
2018-12-04,119.898,120.413,119.835,120.241,649
2018-12-05,120.241,120.241,120.232,120.232,8
2018-12-06,120.177,120.989,120.145,120.426,853
2018-12-07,120.457,120.863,120.331,120.863,701
2018-12-10,120.922,121.063,120.702,120.765,727
2018-12-11,120.765,120.89,120.466,120.56,688
2018-12-12,120.56,120.607,120.277,120.324,643
2018-12-13,120.34,120.48,120.277,120.354,591
2018-12-14,120.354,120.713,120.354,120.509,597
2018-12-17,120.509,120.849,120.444,120.755,597
2018-12-18,120.771,121.051,120.74,121.051,632
2018-12-19,121.067,121.535,120.8,121.394,679
2018-12-20,121.378,121.456,121.017,121.049,954
2018-12-21,121.033,121.251,121.017,121.157,634
2018-12-24,121.217,121.669,121.122,121.654,475
2018-12-26,121.589,121.761,120.994,121.056,794
2018-12-27,121.088,121.696,121.072,121.477,702
2018-12-28,121.508,121.914,121.383,121.851,735
2018-12-31,121.755,122.223,121.676,121.988,498
2019-01-02,121.955,122.611,121.94,122.595,663
2019-01-03,122.72,123.345,122.329,123.266,808
2019-01-04,123.266,123.329,122.233,122.28,784
2019-01-07,122.277,122.573,121.994,122.026,678
2019-01-08,122.026,122.135,121.712,121.727,578
2019-01-09,121.743,121.961,121.601,121.898,618
2019-01-10,121.882,122.195,121.678,121.693,726
2019-01-11,121.709,122.193,121.709,122.005,592
2019-01-14,122.033,122.376,121.969,122.016,501
2019-01-15,122.016,122.281,121.874,121.921,642
2019-01-16,121.937,122.015,121.701,121.857,514
2019-01-17,121.857,122.044,121.481,121.574,580
2019-01-18,121.574,121.621,121.151,121.213,562
2019-01-21,121.242,121.398,121.242,121.35,160
2019-01-22,121.35,121.693,121.303,121.552,595
2019-01-23,121.568,121.63,121.301,121.551,674
2019-01-24,121.566,121.925,121.488,121.8,615
2019-01-25,121.8,121.846,121.392,121.392,596
2019-01-28,121.42,121.669,121.326,121.529,584
2019-01-29,121.544,121.871,121.528,121.824,552
2019-01-30,121.809,122.198,121.636,122.182,629
2019-01-31,122.167,122.65,122.135,122.525,653
2019-02-01,122.525,122.587,121.945,122.039,558
2019-02-04,122.036,122.052,121.691,121.754,529
2019-02-05,121.769,122.018,121.643,121.909,491
2019-02-06,121.924,122.174,121.877,121.986,567
2019-02-07,121.986,122.344,121.97,122.266,640
2019-02-08,122.265,122.515,122.234,122.389,595
2019-02-11,122.371,122.449,122.12,122.213,428
2019-02-12,122.229,122.244,121.946,121.993,512
2019-02-13,121.977,122.024,121.711,121.82,427
2019-02-14,121.835,122.335,121.757,122.209,533
2019-02-15,122.209,122.287,121.958,122.099,558
2019-02-18,122.08,122.096,121.985,122.017,107
2019-02-19,122.032,122.344,122.016,122.328,498
2019-02-20,122.328,122.405,122.17,122.248,412
2019-02-21,122.264,122.279,121.841,121.872,527
2019-02-22,121.887,122.308,121.887,122.167,395
2019-02-25,122.086,122.149,121.961,122.132,355
2019-02-26,122.132,122.381,122.1,122.33,432
2019-02-27,122.33,122.394,121.873,121.974,360
2019-02-28,121.99,122.163,121.556,121.665,524
2019-03-01,121.681,121.697,121.263,121.341,501
2019-03-04,121.253,121.629,121.206,121.598,446
2019-03-05,121.583,121.632,121.351,121.601,373
2019-03-06,121.616,121.977,121.601,121.845,476
2019-03-07,121.931,122.385,121.885,122.292,691
2019-03-08,122.323,122.668,122.261,122.419,460
2019-03-10,122.44,122.487,122.44,122.487,4
2019-03-11,122.483,122.503,122.147,122.147,402
2019-03-12,122.154,122.695,122.117,122.586,436
2019-03-13,122.593,122.635,122.432,122.433,385
2019-03-14,122.44,122.575,122.325,122.451,350
2019-03-15,122.458,122.843,122.373,122.719,402
2019-03-17,122.693,122.709,122.693,122.709,2
2019-03-18,122.716,122.788,122.57,122.618,302
2019-03-19,122.611,122.697,122.385,122.496,350
2019-03-20,122.5,123.278,122.48,123.169,392
2019-03-21,123.162,123.451,123.046,123.109,409
2019-03-22,123.116,124.016,123.094,123.891,679
2019-03-24,123.803,123.882,123.757,123.85,24
2019-03-25,123.835,124.43,123.649,124.181,757
2019-03-26,124.177,124.277,123.839,124.121,672
2019-03-27,124.128,124.73,124.043,124.467,832
2019-03-28,124.474,124.717,124.11,124.22,710
2019-03-29,124.213,124.236,123.847,124.035,652
