date,open,high,low,close,m1_bars
2011-05-01,113.497,113.746,112.82,112.909,60
2011-05-02,112.889,114.448,110.447,112.591,1376
2011-05-03,112.601,112.852,109.956,110.498,1287
2011-05-04,110.468,110.886,108.16,108.365,1315
2011-05-05,108.375,109.07,97.98,99.698,1321
2011-05-06,99.728,102.114,94.379,97.81,1326
2011-05-08,97.896,98.654,97.208,97.528,60
2011-05-09,97.518,103.19,97.3,101.607,1380
2011-05-10,101.627,103.758,99.926,103.632,1371
2011-05-11,103.662,104.413,97.338,98.729,1364
2011-05-12,98.719,100.341,95.104,98.657,1351
2011-05-13,98.607,100.562,96.962,99.213,1305
2011-05-15,99.27,99.31,98.441,98.541,60
2011-05-16,98.581,99.573,96.75,96.881,1341
2011-05-17,96.871,97.947,94.964,97.868,1293
2011-05-18,97.858,100.951,97.539,99.811,1297
2011-05-19,99.831,100.852,98.256,98.886,1308
2011-05-20,98.896,100.05,95.993,99.544,1217
2011-05-22,99.338,99.448,99.049,99.109,59
2011-05-23,99.099,99.697,96.047,96.569,1336
2011-05-24,96.589,99.766,96.29,98.992,1344
2011-05-25,98.982,101.314,97.89,101.107,1333
2011-05-26,101.087,101.587,99.31,99.902,1330
2011-05-27,99.882,100.946,99.783,100.461,1235
2011-05-29,100.425,100.535,100.205,100.376,35
2011-05-30,100.405,100.436,99.342,100.168,879
2011-05-31,100.158,103.137,99.998,102.683,1313
2011-06-01,102.713,103.066,99.392,99.622,1318
2011-06-02,99.612,100.71,98.243,100.491,1308
2011-06-03,100.481,100.532,97.914,100.362,1207
2011-06-05,100.236,100.496,100.166,100.287,55
2011-06-06,100.277,100.327,98.38,98.571,1267
2011-06-07,98.591,99.63,97.58,99.531,1300
2011-06-08,99.521,101.736,97.869,100.89,1320
2011-06-09,100.9,102.296,100.616,101.721,1256
2011-06-10,101.731,102.012,98.474,98.795,1236
2011-06-12,98.668,98.898,98.598,98.759,52
2011-06-13,98.769,99.22,96.04,96.832,1297
2011-06-14,96.822,99.61,96.428,99.481,1325
2011-06-15,99.471,99.878,93.964,95.395,1290
2011-06-16,95.365,95.689,94.232,95.196,1319
2011-06-17,95.206,95.346,91.796,92.867,1239
2011-06-19,92.91,93.239,92.76,92.98,47
2011-06-20,92.99,93.636,91.258,93.517,1319
2011-06-21,93.507,94.847,92.636,93.486,1339
2011-06-22,93.496,95.457,93.001,93.903,1294
2011-06-23,93.873,94.163,89.469,91.517,1299
2011-06-24,91.507,92.117,89.608,91.016,1294
2011-06-26,90.963,91.103,90.434,90.644,58
2011-06-27,90.624,91.221,89.422,91.161,1329
2011-06-28,91.171,93.215,90.256,92.876,1296
2011-06-29,92.886,95.656,92.478,95.07,1303
2011-06-30,95.05,95.645,93.709,94.749,1281
2011-07-01,94.769,95.225,93.287,94.588,1233
2011-07-03,94.835,95.154,94.605,94.975,42
2011-07-04,95.005,95.326,94.711,94.913,915
2011-07-05,94.923,97.347,94.207,96.909,1265
2011-07-06,96.869,97.661,95.775,97.048,1279
2011-07-07,97.078,99.301,96.883,98.765,1293
2011-07-08,98.775,99.069,95.494,96.376,1219
2011-07-10,96.014,96.663,95.644,95.834,52
2011-07-11,95.844,96.004,94.061,94.963,1289
2011-07-12,94.973,97.429,93.478,96.511,1287
2011-07-13,96.521,99.146,96.466,98.039,1315
2011-07-14,98.019,98.824,94.477,95.889,1298
2011-07-15,95.909,97.694,95.162,97.446,1242
2011-07-17,97.344,97.664,97.334,97.544,48
2011-07-18,97.554,97.594,94.671,95.991,1248
2011-07-19,95.971,98.679,95.951,98.302,1227
2011-07-20,98.312,99.075,96.644,98.391,1260
2011-07-21,98.361,99.872,96.919,99.267,1284
2011-07-22,99.257,99.912,98.156,99.535,1196
2011-07-24,99.503,99.613,98.765,98.995,59
2011-07-25,98.965,99.519,98.272,98.884,1276
2011-07-26,98.894,100.376,97.523,98.952,1282
2011-07-27,98.942,99.264,96.776,96.826,1279
2011-07-28,96.836,97.789,96.288,96.934,1308
